i386|main|ecryptfs-utils|umount.ecryptfs_private,ecryptfs-setup-private,ecryptfsd,ecryptfs-mount-private,ecryptfs-rewrap-passphrase,ecryptfs-setup-swap,mount.ecryptfs_private,mount.ecryptfs,ecryptfs-umount-private,ecryptfs-wrap-passphrase,ecryptfs-add-passphrase,ecryptfs-insert-wrapped-passphrase-into-keyring,ecryptfs-stat,umount.ecryptfs,ecryptfs-manager,ecryptfs-rewrite-file,ecryptfs-unwrap-passphrase
i386|main|ecosconfig-imx|ecosconfig-imx
i386|main|empathy|empathy,empathy-logs
i386|main|libeggdbus-1-dev|eggdbus-binding-tool,eggdbus-glib-genmarshal
i386|main|libc-bin|iconv,iconvconfig,tzselect,ldd,locale,ldconfig.real,catchsegv,getent,zdump,ldconfig,zic,localedef,update-locale,getconf,rpcinfo,validlocale
i386|main|libc-dev-bin|mtrace,rpcgen,gencat,sprof
i386|main|eucalyptus-common|euca_sync_key,euca_conf,euca_killall
i386|main|eucalyptus-java-common|eucalyptus-cloud
i386|main|eucalyptus-nc|euca_test_nc
i386|main|erlang-base|erl_call,start_embedded,run_erl,escript,epmd,erlc,erl
i386|main|erlang-dev|erlang-depends
all|main|ec2-init|ec2-is-compat-env,ec2-fetch-credentials,ec2-set-hostname,ec2-get-info,ec2-run-user-data,ec2-wait-for-meta-data-service,ec2-set-defaults
i386|main|fakeroot|faked-sysv,fakeroot,fakeroot-tcp,faked-tcp,fakeroot-sysv
i386|main|fbset|modeline2fb,fbset,con2fbmap
i386|main|fetchmail|popclient,fetchmail
i386|main|libfftw3-dev|fftwf-wisdom,fftw-wisdom,fftwl-wisdom,fftw-wisdom-to-conf
i386|main|file|file
i386|main|file-roller|file-roller
i386|main|findutils|oldfind,xargs,find
i386|main|flac|metaflac,flac
i386|main|flex|lex,flex,flex++
i386|main|flex-old|lex,flex,flex++
i386|main|fontconfig|fc-cache,fc-match,fc-cat,fc-list
i386|main|fontforge|fontforge,fontimage,fontlint,sfddiff
